51.0901497	35.7456386
51.0890493	35.7429636
51.0933876	35.7421762
51.0989731	35.7409334
51.1026979	35.7402594
51.104756	35.7399383
51.1136635	35.7375146
51.1137546	35.7374884
51.1164378	35.7364194
51.1236697	35.7329578
51.1252179	35.7310599
51.1257776	35.730269
51.1273957	35.7280037
51.1283693	35.726792
51.131679	35.7235613
51.1321352	35.723096
51.1325589	35.7227039
51.1339672	35.7215959
51.1349819	35.72082
51.1355659	35.720359
51.1360812	35.7199603
51.1391449	35.7176549
51.1413307	35.7163899
51.142546	35.7157795
51.1434179	35.7153904
51.1471905	35.7138823
51.152046	35.712236
51.1621145	35.7085122
51.1628078	35.7082557
51.1657839	35.7076823
51.1722415	35.7061907
51.1764114	35.7051047
51.1794337	35.7043488
51.1807934	35.7039797
51.1824841	35.703401
51.183418	35.7031228
51.1857415	35.7021978
51.1901568	35.7004326
51.1966753	35.6978452
51.2020825	35.6956827
51.2064329	35.6939424
51.2102013	35.6923784
51.2127513	35.6913353
51.2164431	35.6899889
51.2175907	35.6895566
51.220004	35.6885288
51.2214286	35.6869942
51.2235382	35.6871052
51.2245961	35.6866969
51.2256686	35.6862743
51.2262811	35.6860687
51.2276385	35.6855387
51.2277997	35.6845832
51.2306453	35.6840225
51.2333501	35.683573
51.2325182	35.6820743
51.2316008	35.6807271
51.2308184	35.6793187
51.2304642	35.6775739
51.2304533	35.6768611
51.2305213	35.675191
51.2305864	35.6743931
51.2308017	35.6731431
51.2309854	35.6723432
51.2314199	35.6711332
51.2317086	35.670428
51.232076	35.6696861
51.2326997	35.6686264
51.2331312	35.6680032
51.2334018	35.6676585
51.2335057	35.6675157
51.2341971	35.6666741
51.2350686	35.6657662
51.2358831	35.6649989
51.2366459	35.6643844
51.2372896	35.6638721
51.2383635	35.6631916
51.2392876	35.6626345
51.2395867	35.6624667
51.2402993	35.6621211
51.2412418	35.6616891
51.2423079	35.6612621
51.2447821	35.6603235
51.2508768	35.6581253
51.2516963	35.6578264
51.2586609	35.6552857
51.2709795	35.6505013
51.2746856	35.6490051
51.2793906	35.6472297
51.2804473	35.6467733
51.2821947	35.6460183
51.2825714	35.6458492
51.285098	35.6447149
51.2857973	35.6443967
51.2873202	35.6437041
51.2915857	35.6417245
51.2990177	35.6380512
51.301173	35.6369689
51.3038112	35.6356438
51.3056536	35.6347184
51.310677	35.6321951
51.3114947	35.6317621
51.3138065	35.630538
51.3155898	35.6294183
51.316418	35.6288655
51.3172575	35.6282217
51.3188816	35.6268575
51.3195419	35.6262263
51.3209275	35.6247797
51.3213908	35.6242637
51.3230066	35.6222917
51.3231013	35.6221968
51.3240164	35.6210814
51.3246312	35.6203321
51.3248439	35.6200969
51.3299043	35.6145909
51.330589	35.6138458
51.3343812	35.6104882
51.3376301	35.6092481
51.3405811	35.6081217
51.3434509	35.6078458
51.347805	35.6074271
51.3488193	35.6075594
51.3517458	35.6078081
51.3552414	35.6086153
51.3565655	35.6088269
51.3577661	35.6092892
51.3600945	35.6100359
51.3614859	35.6105894
51.3630837	35.6110077
51.3662258	35.6118739
51.3707345	35.6131087
51.3718216	35.6133509
51.3730251	35.613619
51.3768767	35.6140551
51.3789045	35.6141467
51.3797628	35.6141162
51.3855868	35.6139703
51.387478	35.6138072
51.3904081	35.6136005
51.40025	35.6141058
51.4022014	35.612492
51.4021746	35.6123943
51.403318	35.6117057
51.4045735	35.6109354
51.4059894	35.6107728
51.406708	35.610655
51.4071961	35.6107685
51.4074178	35.610738
51.4073636	35.6104534
51.4070217	35.6090364
51.4062304	35.6071015
51.4057499	35.6051811
51.4061628	35.6051287
51.4066256	35.6048686
51.4067739	35.6050059
51.40741	35.604873
51.4073719	35.6047029
51.4075615	35.6046445
